word,normalized_weight
bf,0.003855026
children,0.003855026
compute,0.003855026
intermediate,0.003855026
thoroughly,0.003855026
extreme,0.003855026
newbie,0.003855026
fork,0.003823427
civil,0.003823427
reduced,0.003823427
apart,0.003823427
comma,0.003823427
beginner,0.003823427
sql,0.84
allocate,0.003823427
desc,0.003823427
survey,0.003823427
contacts,0.003823427
referring,0.003823427
sd,0.003823427
infrastructure,0.003823427
compliant,0.003823427
newuser,0.003823427
revised,0.003791829
contribute,0.003791829
correspond,0.003791829
damages,0.003791829
wtmp,0.2
compilers,0.37
gained,0.003791829
ops,0.003791829
coordinate,0.003791829
pure,0.003791829
uunet,0.003791829
associate,0.003791829
flavor,0.003791829
contingency,0.003791829
sponsor,0.003791829
invented,0.003791829
preserve,0.003791829
notepad,0.451
cpl,0.003791829
redirect,0.003791829
payload,0.9
callers,0.00376023
placing,0.00376023
detecting,0.00376023
opposite,0.00376023
brings,0.00376023
deals,0.00376023
cables,0.0123
structuring,0.00376023
bandwidths,0.4765
userfile,0.4
trashing,0.154
selectively,0.003728631
ended,0.003728631
stdout,0.6094
async,0.77
